2025-06-24 09:49:33.555 | INFO     | app.agent.base:run:140 - Executing step 1/20
2025-06-24 09:49:33.729 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:33.729 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:34.951 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:34.951 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:36.429 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:36.431 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:38.932 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:38.932 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:44.225 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:44.227 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 09:49:45.981 | INFO     | app.tool.mcp:disconnect:175 - Disconnected from all MCP servers
