2025-06-24 10:18:31.291 | INFO     | app.agent.base:run:140 - Executing step 1/20
2025-06-24 10:18:31.465 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:31.471 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:32.615 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:32.615 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:34.520 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:34.520 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:35.765 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:35.765 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:41.832 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:41.832 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:46.423 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:46.423 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-24 10:18:46.429 | INFO     | app.tool.mcp:disconnect:175 - Disconnected from all MCP servers
