2025-06-25 13:00:51.857 | INFO     | app.agent.base:run:140 - Executing step 1/20
2025-06-25 13:00:52.016 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:52.016 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:53.219 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:53.219 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:55.250 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:55.250 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:57.147 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:00:57.148 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:01:04.723 | ERROR    | app.llm:ask_tool:756 - OpenAI API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:01:04.723 | ERROR    | app.llm:ask_tool:762 - API error: Error code: 400 - {'error': {'code': 'invalid_request_error', 'message': 'Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.', 'type': 'invalid_request_error', 'param': None}}
2025-06-25 13:01:04.961 | INFO     | app.tool.mcp:disconnect:175 - Disconnected from all MCP servers
